[11:32:19] [Logger] Open
[11:32:19] [SkinManager] Loading from "C:\Program Files (x86)\Visual Productions\CueluxPro10447\skin"
[11:32:19] [SkinManager] 3 glyph pages loaded:
[11:32:19] [SkinManager] Page "skin" loaded 50 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\skin
[11:32:19] [SkinManager] Page "cueluxpro" loaded 1 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\skin\cueluxpro
[11:32:19] [SkinManager] Page "emulationpro" loaded 1 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\skin\emulationpro
[11:32:19] [GlyphManager] Loading from "C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs"
[11:32:19] [GlyphManager] 15 glyph pages loaded:
[11:32:19] [GlyphManager] Page "attribute" loaded 90 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs\attribute
[11:32:19] [GlyphManager] Page "class" loaded 20 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs\class
[11:32:19] [GlyphManager] Page "device" loaded 78 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs\device
[11:32:19] [GlyphManager] Page "display" loaded 55 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs\display
[11:32:19] [GlyphManager] Page "gobo" loaded 0 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs\gobo
[11:32:19] [GlyphManager] Page "language" loaded 23 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs\language
[11:32:19] [GlyphManager] Page "mapping" loaded 14 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs\mapping
[11:32:19] [GlyphManager] Page "order" loaded 5 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs\order
[11:32:19] [GlyphManager] Page "part" loaded 24 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs\part
[11:32:19] [GlyphManager] Page "pattern" loaded 75 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs\pattern
[11:32:19] [GlyphManager] Page "prism" loaded 7 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs\prism
[11:32:19] [GlyphManager] Page "range" loaded 71 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs\range
[11:32:19] [GlyphManager] Page "shape" loaded 13 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs\shape
[11:32:19] [GlyphManager] Page "source" loaded 22 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs\source
[11:32:19] [GlyphManager] Page "touchscreentype" loaded 17 images from C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs\touchscreentype
[11:32:19] [App] Platform: Windows
[11:32:19] [App] Number of logical CPU cores: 4
[11:32:19] [AudioInManager] Device #18 "Realtek Digital Output (Realtek High Definition Audio)" [Inputs:0 Outputs:2]
[11:32:19] [AudioInManager] Device #19 "2590G5 (NVIDIA High Definition Audio)" [Inputs:0 Outputs:2]
[11:32:19] [AudioInManager] Device #20 "2590G5 (NVIDIA High Definition Audio)" [Inputs:0 Outputs:2]
[11:32:19] [AudioInManager] Device #21 "Microphone (Realtek High Definition Audio)" [Inputs:2 Outputs:0]
[11:32:19] [AudioInManager] Device #22 "Speakers (Realtek HD Audio output)" [Inputs:0 Outputs:8]
[11:32:19] [AudioInManager] Device #23 "Line In (Realtek HD Audio Line input)" [Inputs:2 Outputs:0]
[11:32:19] [AudioInManager] Device #24 "Microphone (Realtek HD Audio Mic input)" [Inputs:2 Outputs:0]
[11:32:19] [AudioInManager] Device #25 "SPDIF Out (Realtek HDA SPDIF Out)" [Inputs:0 Outputs:2]
[11:32:19] [AudioInManager] Device #26 "Stereo Mix (Realtek HD Audio Stereo input)" [Inputs:2 Outputs:0]
[11:32:19] [AudioInManager] Device #27 "Output (NVIDIA High Definition Audio)" [Inputs:0 Outputs:2]
[11:32:19] [AudioInManager] Device #28 "Output ()" [Inputs:0 Outputs:2]
[11:32:19] [AudioInManager] Device #29 "Speakers (G560 Gaming Speaker)" [Inputs:0 Outputs:8]
[11:32:19] [Options] No options file found
[11:32:19] [CBaseUdpServer] Using IP: 192.168.186.49 port: 6454
[11:32:19] [CBaseUdpServer] Using IP: 192.168.186.49 port: 5568
[11:32:19] [CBaseUdpServer] Using IP: 192.168.186.49 port: 7000
[11:32:19] [CBaseUdpServer] Using IP: 192.168.186.49 port: 8000
[11:32:19] [CBaseUdpServer] Using IP: 192.168.186.49 port: 16945
[11:32:19] [EngineThread] Open
[11:32:19] [Schedular] Schedular set to 40 Hz
[11:32:19] [ColourManager] Loading from "C:\Users\Christiaan Schriel\Documents\Visual Productions\Common\Colours"
[11:32:19] [ColourManager] 6 families loaded (604 colours)
[11:32:19] [GoboManager] Loading gobos from "C:\Program Files (x86)\Visual Productions\CueluxPro10447\glyphs/gobo"
[11:32:19] [GoboManager] 26 libraries loaded (3055 gobos)
[11:32:19] [PrxGoboManager] 26 libraries loaded
[11:32:19] [CGlyphManager] Could not find "" page
[11:32:19] [CGlyphManager] Could not find "" page
[11:32:28] [PersonalityManager] Loading XML from "C:\Users\Christiaan Schriel\Documents\Visual Productions\Common\Personalities"
[11:32:31] [PersonalityManager] 423 Manufacturer(s) found
[11:32:31] [CoreManager] Adding CueCore2 at 192.168.2.11 with firmware 1.36
[11:32:41] [Options] Saved (C:\Users\Christiaan Schriel\Documents\Visual Productions\CueluxPro\options.xml)
[11:45:44] [Options] Saved (C:\Users\Christiaan Schriel\Documents\Visual Productions\CueluxPro\options.xml)
[11:46:24] [Options] Saved (C:\Users\Christiaan Schriel\Documents\Visual Productions\CueluxPro\options.xml)
[11:47:45] [Options] Saved (C:\Users\Christiaan Schriel\Documents\Visual Productions\CueluxPro\options.xml)
[11:51:00] [CGlyphManager] Could not find "" page
[11:51:00] [CGlyphManager] Could not find "" page
[11:51:05] [Options] Saved (C:\Users\Christiaan Schriel\Documents\Visual Productions\CueluxPro\options.xml)
[11:51:06] [CGlyphManager] Could not find "" page
[11:51:06] [CGlyphManager] Could not find "" page
[11:51:15] [Options] Saved (C:\Users\Christiaan Schriel\Documents\Visual Productions\CueluxPro\options.xml)
[12:03:28] [Core] Master of CueCore2 at 192.168.2.11 is set to 192.168.2.18
[12:06:58] [Options] Saved (C:\Users\Christiaan Schriel\Documents\Visual Productions\CueluxPro\options.xml)
[12:10:15] [App] debug counter = 2
[12:10:15] [EngineThread] Close
[12:10:15] [EngineThread] Engine received 19320 macros
[12:10:15] [Schedular] Schedular average was 40 Hz
[12:10:15] [Options] Saved (C:\Users\Christiaan Schriel\Documents\Visual Productions\CueluxPro\options.xml)
[12:10:15] [AudioInManager] PortAudio closed.
[12:10:15] [Logger] Close
